chinese_name,english_names,english_descriptions,csi_category
椒盐排骨鸡翅,salt and pepper spare ribs chicken wings,[],0
豉汁青口,irish mussels with chilli black beans,"['And Coriander Enjoy Eating With Your Fingers s', 'A39']",0
鹌鹑蛋免治牛肉肠粉,fillet of dover sole cheung fun,[],0
鲜虾腐皮卷,deep fried king prawn roll; Pan fried bean curd skin,[],0
鲜奶馒头,mantou made with fresh milk,[],0
脆皮烧腩,crispy roast belly pork,[],0
鲜蟹肉小笼包件,steamed mixed seafood dim sum platter pcs,[],0
腰果猪肉丁,p pork with cashewnuts,[],0
脆皮豆腐,pan-fried tofu,[],0
大虾炒河,dry fried hor fun with king prawns,[],0
火爆腰花,pan fried spicy pig kidney,[],0
姜羊肉,lamb with ginger and spring onions,[],0
鱼子龙眼绿茶鲜玉带,fresh diver scallop with oscietra caviar longan and green tea,[],0
铁板牛柳士椒黑椒中式,sizzling beef fillet with sauce,"['Green Pepper and Black Bean', 'Black Pepper Cantonese']",0
酱莲藕炒海螺片,stir-fry sliced sea whelks and lotus root with xo sauce,[],0
蒜蓉什菜豆腐,mixed vegetables and tofu in garlic sauce,[],0
红油素水饺,vegan dumplings with chili oil,['( v )'],0
各式两面黄,"pan-fried noodles with vegetable, pork, beef, shrimp or chicken",[],0
香煎葱油饼,pan fried spring onion pancakes,[],0
板栗红烧肉,braised pork belly with chestnuts,[],0
中国芥兰蒜,stir fried chinese kale,['Ginger Garlic V VG'],0
锅仔鱼籽,stewed fish roe ,[],0
油浸娃娃菜,braised baby cabbage in soy sauce,[],0
招牌拼盘,sui mai pork and prawn dumpling har gau prawn dumpling shrimp and leek dumpling fried wonton and seaweed,['Special Platter Min persons'],0
时菜炒虾球,fried prawns with vegetable,[],0
点心头盘拼盘,dim sum and starter platters,[],0
干锅香芋鸡翅,griddle cooked taro chicken wings,[],0
爽口木耳,black cloud ear fungus,"['Black cloud ear fungus with fresh coriander garlic chilli and Sichuan pepper oil', 'Served cold']",0
干煸豆角,minced pork with string beansor,['OR without Pork'],0
咖啡糕,coffee cake v,[],0
炒饭面及米粉类,fried rice noodles and vermicelli,[],0
鱼香豉汁宫保大虾,succulent fresh king prawns are,"['flavoured and then cooked with fresh', 'garlic ginger and spring onions and', 'a sprinkle of wine for a fuller taste', 'Stir Fried King Prawns in', 'Spiced Garlic Black Bean Kung Po Sauce']",0
生果,homage to enigma,[],0
鱼香鸡丝,fish fragrant chicken slivers,[],0
家常番茄炒蛋,homestyle scrambled egg and fresh tomatoes,[],0
生炒和牛肉饭,wagyu beef and lettuce fried rice and oyster essence,[],0
砂锅排骨土豆,stewed spare ribs and potatoes in casserole,[],0
尖椒土豆丝青唐辛子春雨炒,stir fried potato slivers with green peppers,[''],0
京酱肉丝,Shredded Pork With Sweet Bean Sauce; shredded pork in soybean paste sauce served with pancakes,[],0
扬州炒饭蛋炒饭或饭,yeung chow fried rice egg fried rice or,['Boiled Rice'],0
鸡蓉,chicken,[],0
香辣大虾球,king prawn skewer in caramelized sauce,"['G r i l l e d', 'K i n g', 'P r a w n', 'w i t h', 's p i c e s', 'o n', 's k e w e r s', 'S K E W E R S']",0
蒸带子豉汁蒸蒜蓉粉丝姜葱蒸一例,steam scallop in black bean sauce vermiceli and garlic,['ginger spring onion each'],0
榄菜玉带炒芦笋,stir fried scallop with asparagus and kale borecole,[],0
鱼头豆腐鱼头辔饼,god fish head withtofu or chinese pancake in,['Special Sauce s'],0
锅仔木瓜浸鱼片,braised fish slices with papaya,[],0
蒜茸蒸大虾碌,steamed king prawns in shell with garlic and soya sauce,[],0
咖喱虾,shrimp in curry,[],0
辔椒牛蛙,sauteed bullfrog with pickled peppers,[],0
五彩酱鹅肝,goose liver with white gourd,[],0
干炒牛肉面,slice beef with bean sprouts and chinese oodles,[],0
丝瓜炒蛋蒜蓉炒蛋,stir fried luffa with scrambled egg with garlic,[],0
虾沙爹,prawn satay,[],0
烤羔羊,roast lamb ,[],0
宫保牛肉,beef kunpo style with cashewnuts,[],0
铁板姜葱生蚝,king prawn with chilli in black bean sauce on sizzling plate,['Oysters with Ginger and Spring Onion on Sizzling Plat'],0
时菜鹑蛋,quail egg with seasonal vegetable,[],0
肉丝金菇豆腐饭,stir fried pork with enoki mushrooms and tofu,[],0
北京炸酱面,"noodles with soy bean paste, beijing style",[],0
招牌烤鱼四川辛焼鱼,roast sea bass with,['NUMBING AND SPICY SAUCE'],0
香煎菜肉锅贴,guotie stuffed with vegetable and pork,[],0
土豆丝剁椒醋溜,shredded potatoes with szechuan chopped pepper,['red Vinegar stir fry'],0
辣味奥尔良鸡肉烧麦,orleans chicken shao mai,[],0
清炒芥兰,sauteed chinese broccoli,[],0
包浆豆腐,crispy tofu with spicy chilli sauce,[],0
港式金菊卷,"chrysanthemum-shape roll, hong kong style",[],0
宫保鸡丁饭,kung pao chicken,[],0
蛋炒饭或白饭,prawns in chilli and onion,"['Stir Fried Mixed Vegetables', 'Egg Fried Rice or Boiled Rice']",0
红烧鹿肉,braised venison with soy sauce,[],0
木瓜雪梨炖燕露,chinese herb jelly with brown sugar syrup,[],0
荔枝炒牛肉,sauteed beef with lichee,[],0
额外葱丝黄瓜条,and extra spring onion and cucumbers,"['Salt and Pepper', 'Prawns kcal', 'Squid kcal']",0
鸡蓉栗米羹,creamy sweet corn with minced chicken broth,[],0
砂锅鱼头,braised fish head in casserole,[],0
酱莲藕炒海鲜,stir fried seafood and lotus root in xo sauce,[],0
鲜虾春卷,spring rolls stuffed with shrimps,[],0
花椒子,nashi pear with sichuan pepper,[],0
苏格兰游水蛏子皇,scottish emperor razor clam,[],0
酱芦笋大虾,king prawns with asparagus in xo sauce,[],0
火鸭三宝扎,steamed three delicacies of duck in roll,[],0
麻辣大虾球,ma la king prawns,['Stir fried king prawns in Sichuan spices and fresh chilli'],0
鱼子酱豉油鸡菜卷,soy with ginger oil and oscietra caviar wrap,[],0
珊瑚笋尖,shredded bamboo shoots,[],0
鸡沙爹,chicken satay,[],0
夏果澳带,sauteed scallops with macadamia nuts,[],0
米酱炒蛏肉,sauteed fresh clam with seasoning,[],0
鲫鱼豆腐汤,cruacian carp tofu soup,[],0
黄金腊味炒饭,chinese sausage fried rice,['N12'],0
百花椒盐鲜鱿,salt and pepper squid stuffed with minced prawn,[],0
鲍汁鹅肝,braised goose liver in abalone sauce,[],0
炒杂菜炒蒜蓉沙爹,stir fried mixed vegetables in,"['Wok Fried Garlic Curry Satay V VG', 'H6']",0
极品大排面,special ribs noodles,[],0
啤酒醋焖鸡,slow cook chicken with cider,[],0
虾仁玉米烧麦,prawn with sweet corn shao mai,[],0
柠檬牛肉,sauteed beef with lemon juice,[],0
龙凤羹,minced chicken and fish thick soup,[],0
辣子大虾,k lar chee king prawn,[],0
上素红油炒手,sichuan vegetable dumpling,[],0
脆皮炸萝卜糕,crispy turnip stick served with a sweet chilli sauce,[],0
天妇罗虾配芥末蛋黄酱只,tempura prawns with wasabi mayonaise kcal,[],0
山笋香菇包,baozi stuffed with bamboo shoots and black mushrooms,[],0
白汁拆烩鲢鱼头,stewed silver carp head in cream sauce,[],0
清蒸全鸡,steamed whole chicken ,[],0
葱烧海参牛蹄筋,braised sea cucumber and beef tendon with scallion,[],0
生蒸龙虾,steamed lobster,[],0
鳟鱼刺身,bull trout sashimi,[],0
粉蒸牛肉酸菜米线,house special rice noodle with steamed beef served with pickled vegetable,[],0
韩式辣炸鸡粒,korean fried chicken diced in,['Spicy Sauce'],0
蚝油时菜,seasonal vegetables in oyster sauce,[],0
露笋荷豆,stir fried asparagus and mange tout,[],0
蔬菜炒面,mixed vegetable chow mein,[],0
三杯鸡饭,stewed chicken with ginger and wine in casserole,[],0
南瓜鸡粒羹,diced chicken with pumpkin soup,[],0
银牙粉丝肉沫煲,minced pork and vermicelli with bean sprouts in casserole ,[],0
酸菜白肉冻豆腐煲,stired fried french bean with chilli and minced pork,[],0
香辣基围虾连壳或去壳,fried king prawns with or without shell with green & red chilli,"['King Prawn, Green & Red Chilli']",0
鲍汁鹅掌扣辽参,braised sea cucumber and goose webs in abalone sauce,[],0
河粉,ho fun noodle,[],0
黑椒斋鸡,mock chicken,"['with black bean sauce', '(v)']",0
酥皮鲍鱼挞,abalone flaky tart with aged balsamic vinegar,[],0
唐舍明炉烧鸭,gouqi's signature roast duck,[],0
咖喱鸡角海南辣虾角香辣鱼饼葱油饼海草香辣酸菜,curried chicken samosa spicy hoi lam parcel chilli fish cake spring onion pancake,['Seaweed and Spicy Pickled Vegetables'],0
茄丁面,noodle with diced eggplant,[],0
凉拌芹菜根,celery root salad,[],0
土豆焖牛腩,stewed beef brisket and potato,[],0
柱候炖牛腩,stewed beef brisket in chu hou sauce,[],0
杂菜豆腐汤,mixes vegetable with beancurd,[],0
炒饭,egg fried rice,[],0
猪肉韭菜,pork prawn chinese chives dumplings with soya,[],0
干煎明老虎虾碌,tiger prawns with shell in cantonese sauce pieces,[],0
鱼香蛋酥鸡,deep fried sliced chicken breast served with sweet & spicy galic sauce,"['Chicken Breast, Sweet & Spicy Sauce, Spring Onion']",0
菜甫肉碎煎蛋,pan-fried eggs with minced pork and vegetables,[],0
蟹粉小笼包,crab and pork xiao long bao,[],0
白灵菇扒鲍片,braised abalone shitake mushroom sea cucumber and abalone butter,[],0
椒盐鲈鱼片半只全只,yin yan pak far tofu and aubergine pieces,[],0
水煮鱼片鲈鱼,steamed seabass with soy sauce,[],0
川椒鲜鱿,squid in chilli sichuan sauce,[],0
石钵蟹黄豆腐,stewed crab roe and tofu in stone pot,[],0
东风螺片辣炒老干妈炒酱,stir fried sliced whelks in spicy chilli oil in big grandma's chilli sauce xo sauce,[],0
金银馒头,steamed and deep fried buns,['V Vegetarian VG Vegan on request Spicy'],0
大虾芙蓉,king prawn foo yung,[],0
明炉烧鸭半去骨,roast duck half boneless,[],0
粟米鱼柳,fish fillet cooked with sweet corn sauce,[],0
黑椒排骨,wok fried spare ribs in black pepper sauce,['A25'],0
微辣中辣重辣,mild medium extra spicy,[],0
鼓汁炒三文鱼,stir fried salmon with black bean sauce,[],0
带子花枝片,salt and pepper king,['Prawns'],0
豉椒鸡脆面,chicken black bean sauce on crispy noodle,[],0
竹笋青豆,bamboo shoots and green peas,[],0
芝麻香芒虾筒,sesame prawn paper rolls with mango sauce,[],0
保鸡牛大虾,kungpo chicken beef king prawn,[],0
咖喱羊腩汤面,curry lamb brisket with noodle soup,[],0
爽口白菜丝,shredded chinese cabbage,[],0
椒盐头爪,lobster head and claws with spiced salt,[],0
姜葱龙虾可加伊面脆面底,deep fried lobster with ginger and spring onion sauce,['Can Add Egg Noodle Crispy Noodle'],0
烩滑籽菇,braised mushrooms,[],0
兔肉咸水角,rabbit and carrot glutinous puff,[],0
糖醋鲈鱼,sea bass cooked with sweet and sour sauce,[],0
板栗养生鸡,stir fried chicken with chestnuts,[],0
萝卜牛腩锅,beef brisket soup hotpot,[],0
银芽肉丝,sauteed shredded pork with bean sprouts,[],0
浓汤鱼丸煮山菌,fish ball and mushrooms in thick soup,[],0
糖醋红烧排骨,braised spare ribs with sweet vinegar or in brown sauce,"['Spare Ribs, Sweet Vinegar or Brown Sauce']",0
蚝油鲍脯,sauteed sliced abalone in oyster sauce,[],0
玉笋炒酸菜,sauteed pickled cabbage with bamboo shoots,[],0
番茄烤鱼四川卜焼鱼,roast sea bass with juicy tomato sauce,[],0
竹筒腊肉,steamed preserved pork steamed in bamboo tube,[],0
虾肉馄饨汤,prawn and pork wontons,"['in Superior Broth', '280kcal']",0
太白竹篓虾,taibai prawns in bamboo basket ,[],0
碳烧鳗鱼,bbq eel,[],0
红豆糕,red bean cake,[],0
蜜汁烟熏鸭肉卷,honeyed smoked duck rolls,[],0
港式西多士,hong kong style french toast,[],0
椒盐藕片,salt and pepper lotus root,[],0
泰式羊大虾三鲜,lamb king prawn mixed seafood,[],0
云吞汤或鸡肉粟米汤,won ton soup or chicken and sweet corn soup,[],0
酸菜龙抄手,wonton soup with preserved vegetable ,[],0
甜酸杂菜,sweet and sour mixed vegetable hong kong style,[],0
鲍汁扣白灵菇,braised mushrooms in abalone sauce,[],0
猪肉韭菜水饺,chives and pork dumpling,[],0
木须鸡,"muxu chicken sauteed sliced chicken, eggs and black fungus",[],0
鲍鱼红烧肉,braised pork with abalone,[],0
干锅土豆片仁豚肉术卜,dry wok sliced potatoes,[],0
火爆海三鲜,quick fried fish squild and prawn s s,[],0
姜带子铁板,sizzling scallop with ginger and spring onions,[],0
红烧茄子,flavor and spices are added,[],0
鲍鱼烧牛头,braised abalone with ox head ,[],0
刺参扣鸭掌,braised duck webs with sea cucumber,[],0
鲈鱼清蒸椒干烧,sea bass steamed steamed with mixed peppers dry braised,[],0
时菜牛肉,sliced beef with seasonal green,[],0
碧绿氽牛蛙,sauteed bullfrog with green vegetables,[],0
花胶鸡汤半只鸡,braised hua jiao chicken soup,[],0
蛋黄酥,egg yolk puff,[],0
泰式辣酱酥炸,deep fried with thai chilli sauce,[],0
葱爆羊肉饭,quick stir fried lamb with leek,[],0
蒜头酱汁豆腐,tofu with garlic and mild spicy sauce,[],0
新加坡辣子炒,singapore chilli style,[],0
香菜牛羊肉,stir fried beef lamb in coriander,[],0
虾仁蛋炒饭,prawn and egg fried rice,['635kcal'],0
古老大虾球,sweet and sour king prawn in batter,[],0
四川大虾,k king prawn with szechuen style spicy,[],0
椒盐猪扒饭,salt pepper pork chops,[],0
紫萝鸭片,roast duck with pickled ginger and pineapple,[],0
手扒羊排,grilled lamb chops ,[],0
干煸小猪腰,sauteed pig kidney with onion,[],0
菠萝大虾,quick fried king prawn with pineappl,['70K'],0
金丝香蕉球,deep-fried banana balls coasted with condensed milk & crispy golden shredded potato,"['Banana, Potato Starch, Potato, Condensed Milk']",0
鲍鱼捞饭,diced wagyu beef fried rice,[],0
冬瓜豆腐海皇羹,assorted seafood with winter melon,"['soup', 'Assorted seafood soup with tofu']",0
川式南瓜饼,"deep-fried pumpkin pancake, sichuan style",[],0
菜肉饺子,jiaozi dumplings stuffed with pork and vegetables,[],0
姜葱龙虾,baked fresh lobster with ginger and scallion noodle,[],0
香荽鸭翼,stir-fry duck wings with coriander,[],0
水晶萝卜,sliced turnip with sauce,[],0
蔬菜类,plain chow mein,[],0
香煎腐皮卷,pan-fried tofu skin rolls stuffed with shrimp,[],0
白辣椒蒸腊肉,hunan smoky bacon with white chilli,[],0
京味烧茄子,beijing style braised aubergine,"['Aubergine, Green & Red Pepper']",0
烤鲈鱼片,sichuan fresh seabass fillet,['Stir fried in aromatic spices chilies garlic fresh lotus root tofu and shiitake mushroom'],0
红烧花胶天白花菇绍白菜,braised fish maw with japanese shiitake mushroom in superior oyster sauce,[],0
高汤京葱扒刺参,braised sea cucumber with scallion in soup stock,[],0
黑松露蘑菇包,steamed mushroom buns with black truffle v,[],0
金黄南瓜饼,sweet pumpkin glutinous rice pie,"['Pumpkin, Glutinous Rice Flour, Red Bean, Breadcrumbs']",0
辣椒蒜蓉炭烤,chargrilled with chilli and garlic sauce,[],0
酱爆腰果鸡丁,in garlic ginger spring onion sauce,"['90A', 'Diced Chicken with Cashewnuts in']",0
锅塌大虾,grilled king prawn peking style,[],0
腌雪里蕻,pickled potherb mustard,[],0
蘑菇芙蓉,m mushroom egg foo yung,[],0
炸鲜虾云吞,crispy prawn wonton,[],0
红豆沙汤圆,rice ball with red bean inside in soup rice,[],0
酱炒乌冬,stir fried japanese udon noodles in xo sauce,[],0
汤圆,tangyuan glutinous rice balls ,[],0
金沙翅中,fried chicken wings coated with egg yolk,[],0
椒盐豆,salt and pepper french bean fritters,[],0
游水多宝鱼清蒸古法蒸,steamed live turbot with ginger and spring,"['Onion with Shredded Pork and Chinese', 'Mushrooms']",0
温拌腰片,mild pig kidney,[],0
葱花炸两,spring onion and deep fried dough,[],0
腐皮糯肉烧卖,minced pork and glutinous rice,"['Shao Mai', '8pcs 452kcal', '4pcs 226kcal', 'Vegan']",0
马拉盏炒鱿鱼,sauteed squid with shrimp paste ,[],0
煎蛋卷,omelets,[],0
椒盐鸡球,salt and pepper chicken,[],0
凉瓜炒牛肉,sauteed beef with bitter melon,[],0
杏仁薯蓉饼,deep fried almond and potato burger,[],0
酸菜炒饭,egg fried rice with preserved mustard greens,[],0
点心下午茶,steamed dim sum platter,"['Fried Baked Dim Sum Platter', 'Fried Yam Paste Meat Dumplings', 'Pan Fried Barbecued Roast Pork Buns', 'Egg Fried Rice Spicy Singapore Noodle', 'Chilled Mango Pudding with Pomelo', 'High tea Dim Sum Set']",0
麻辣汤肥牛,sliced beef in hot and spicy soup,[],0
金蒜脆鳝球,deep-fried eel balls with garlic,[],0
迷你鲍鱼烩双掌,baby abalone with double goose web,[],0
葱爆牛肉子然牛肉,spicy hot poached lamb in chilli oil,[],0
烧味汤面,signature meat with noodle soup,[],0
酸辣虾,chilli prawns,[],0
上汤馄饨面河粉,won ton soup with noodle ho fun,[],0
翡翠虾仁炒饭,jade fried rice with diced king prawns & vegetable,"['Egg, Rice, King Prawns, Vegetables, Spring Onion']",0
什锦汤面,noodle soup with meat and vegetables ,[],0
家常蛋汤,home-style egg soup,[],0
糟溜鱼片,in garlic ginger spring onion sauce,"['Sweet and Sour Sole', '53F']",0
烧汁鳗鱼条,sauteed eel in spicy sauce,[],0
北京水饺猪肉,beijing style boiled pork dumplings,[],0
肉丝河粉面,stir fried shredded pork with,['Ho Fun Noodle Fried Rice'],0
肉丝上汤面,noodle soup with shredded pork,[],0
奶香粟米片饼,creamy corn pancake,[],0
干锅花菜,griddle cooked cauliflower,[],0
姜汁蛰皮,jellyish in ginger sauce,[],0
马来盏牛肉炒通菜,king prawn foo young,['Cantonese Style'],0
豆角焖面,brainsed noodles with prok and green beans,[],0
四川鲜鱿,q squid with szechuen style spicy,[],0
四川什菜,stir fried mixed vegetables in szechuen style spicy,['44V'],0
爆炒鱿鱼卷,"sauteed fried calamari with chilli, garlic & spring onion","['Calamari, Chilli, Garlic & Spring Onion']",0
鲍汁豆腐,braised tofu in abalone sauce,[],0
当红炸子鸡,deep-fried chicken with chili pepper,[],0
腰果牛肉粒,sauteed diced beef with cashew nuts,[],0
时菜炒鸡片,sauteed sliced chicken with seasonal vegetable,[],0
小米金瓜粥,millet congee with pumpkin,[],0
雪笋花枝片,sauteed sliced cuttleish with bamboo shoots,[],0
沙牛铁板,sizzling beef in satay sauce,[],0
菜远牛河,stir fried beef ho fun with choi sum,[],0
西红柿炒蛋,scrambled eggs with tomato,[],0
蒜头酱汁鸭片,duck with garlic and mild spicy sauce,[],0
鸡扒汤面,chicken fillet and vegetable with noodle soup,[],0
斋香酥鸭,vegetarian mock duck dry bean curd v,['Served with Pancake Spring Onion and Cucumber'],0
椒盐黑椒有头大虾,king prawns in shell with black pepper in chilli and salt,[],0
砂锅粉丝白菜豆腐,"poached beancurd, chinese cabbage & vermicelli in casserole","['Beancurd, Chinese Cabbage & Vermicelli']",0
红汤圆子,pork meatballs in tomato soup,[],0
辣子肉,sauteed pork with spicy sauce,[],0
麻辣飘香猪蹄,chilli pork trotters in red il iron pot s s,['A30'],0
脆炸鸡脾配薯条,deep fried chicken leg with chips,[],0
红烧石歧项鸽,braised pigeon in soy sauce,[],0
鲜椒鱼片生唐辛子胡椒渍汁,sliced sea bass with fresh chillies,['AND SICHUAN PEPPERCORN'],0
鲜椒牛柳,sauteed beef tenderloin with bell pepper,[],0
黑松露汁菌皇腐皮卷,assorted mushrooms in crispy tofu rolls with black truffle sauce v,"['Please inform your host if you have any allergies food intolerances and or dietary requirements', 'V Vegetarian', 'S Spicy Chef Recommendation']",0
潮式鳕鱼锅,"codish hotpot, chaozhou style",[],0
香茅炒羊肉,stir fried lamb with lemon grass,[],0
豉椒牛柳炒河,teppan fried ho fun topped with,['beef fillet in black bean chilli sauce'],0
松露烧卖,steamed prawn meat dumpling with black truffle,[],0
榨菜炒肉丝,shredded pork with pickle,[],0
糯米卷,glutinous rice rolls,[],0
新加坡炒饭,singapore fried rice,[],0
唐舍红烧黑豚肉,braised iberico pork with tiger peppers and shiitake mushroom,[],0
中式大虾,king prawn in cantonese sauce,[],0
海南鸡饭,"chicken rice, hainan style; Hainanese chicken rice",[],0
鲍鱼珍珠鸡,steamed glutinous rice mixed with diced abalone and chicken,[],0
鲜菇鸡片汤,sliced chicken and straw mushroom soup,[],0
竹荪银耳汤,bamboo fungus and white fungus soup,[],0
咖喱鸡片,chicken in curry sauce,[],0
什菜豆腐,mixed vegetable tofu,[],0
露笋珠笋,stir fried asparagus and baby sweet corn stir fried french bean,[],0
铁板鱿鱼,"sizzling grilled calamari with onion, cumin & chilli sauce","['Calamari, Onion, Cumin, Chilli Sauce']",0
麻香鸡,hot and spicy chicken,[],0
大蒜烧白鳝,braised eel with garlic ,[],0
海鲷清蒸红烧豉油皇香煎,sea bass steamed with ginger and spring onion with shredded pork and chinese mushrooms,['Braised with Oyster Sauce Spicy Hot Poached Sea Bass Slices in Chilli Oil'],0
冬菜扣肉,braised sliced pork belly with preserved cabbage,"['Pork Belly, Pak Choi, Preserved Cabbage']",0
肉丝打卤面,noodle with shredded pork in gravy,[],0
柠汁麒麟鸭,roast duck in lemon sauce half,[],0
秘制猪蹄,pig feet cooked in secret home sauce,[],0
家常大龙虾,lobster in home style,[],0
捞面,soup on the side lo mein,[],0
咸蛋蒸肉饼,sweet and sour pork boneless,"['Sweet and Sour Pork Ribs', 'Pork with Cashew Nuts', 'Steamed Minced Pork with Salted Egg']",0
鱼露白肉,sliced boiled pork in anchovy sauce,[],0
青豌豆肉丁,sauteed diced pork with green peas,[],0
酱肘花,sliced pig knuckle in brown sauce,[],0
乳猪拼盘,roast suckling pig,[],0
蟹汤红焖狮子头,stewed pork balls in crab soup,[],0
脆炸桂鱼,fried crispy mandarin fish,[],0
姜葱鸡铁板,sizzling chicken with ginger and spring onion,"['N', '']",0
泰汁煎银鳕鱼,pan-fried codish in thai sauce,[],0
日式担担面,japanese style dan dan noodles,[],0
沙嗲羊大虾三鲜,lamb king prawn mixed seafood,[],0
软炸虾仁,light-fried shrimp,[],0
香熏鸭腰,smoked duck kernel,[],0
酸菜牛肉面,pickled cabbage and beef noodles,[],0
清汤牛排面,beef steak noodles,[],0
美味多菌汤,chef’s special assorted mushroom soup ,[],0
蒜蓉蒸龙虾,steamed lobster with minced garlic ,[],0
白灼肥牛,boiled beef slices,[],0
椒盐豆腐粒,crispy tofu cubes in salt and pepper v s,[],0
叉烧腊肠鸭肝,cantonese honey roasted pork sausage and grated foie gras,[],0
蒜蓉小白菜,stir fried pak choi with garlic sauce,[],0
海鲜腐皮肠粉,minced beef and quail egg cheung fun,[],0
蜜糖柠檬鸡,lemon and honey chicken,[],0
咖喱肉,curry pork,[],0
农家酱油炒饭,farmhouse fried rice,[],0
家乡红烧肉,braised pork belly with soy sauce,[],0
胡萝卜粉丝木耳鸡蛋水饺,black fungus egg dumplings,[],0
盆盆肉,lamb stew,[],0
海蜇拼鲜鱿,fried squids with jelly fish,[],0
星加坡炒米粉,singapore fried noodle,[],0
小鱼花生,baby silver fish with peanuts,[],0
厨师推介,sliced chicken in sweet and tangy sauce,[],0
毛式红烧肉,chairman mao's red braised pork,[],0
蒜香虾春卷,garlic prawn spring rolls contains pork,[],0
白菜豆腐丸子炖粉条,chinese leaf tofu mix vege balls with vermicelli in clay pot,[],0
帝王蟹酱饺,xo king crab dumpling,[],0
什菜肉丝汤米汤河粉汤乌冬,vermicelli soup flat rice noodle soup,['udon soup with shredded pork and assorted vegetables'],0
蒜香凤爪,garlic chicken feet,[],0
高汤鸡丝生翅,shark fin soup with shredded chicken,[],0
鲜牛肉滑,fresh mashed beef,[],0
莼菜鲈鱼烩,stewed perch with water shield leaves,[],0
辣子虾仁,stir-fry shrimp with spicy sauce,[],0
鲜虾大煮干丝,house special broth with pork king prawns and shredded tofu,[],0
豉汁炒大蚬,sauteed clam with black bean sauce,[],0
香煎韭菜饺,pan-fried jiaozi stuffed with chinese chives,[],0
双笋爆安格斯牛肉片,stir fried angus tenderloin beef with asparagus and bamboo shoot,[],0
南瓜香芋蒸排骨,steamed spare ribs with pumpkin and taro,[],0
姜葱肉片,pork with ginger and spring onion,[],0
川式红烧鱼翅,"braised shark fin, sichuan style",[],0
泰国咖哩什菜,mixed vegetable green curry,[],0
姜葱带子拼辣汁大虾,king prawn with chilli sauce,[],0
马来牛腩饭,malaysian style braised beef brisket,[],0
宫保腰果鸡丁,kung po chicken,[],0
古法香鸭,crispy aromatic duck,['Pancake spring onion cucumber and duck sauce'],0
素菜包,baozi stuffed with vegetables,[],0
小鱼苋菜,boiled amaranth with silver fish,[],0
油爆龙利球,sautéed fillets of dover sole,[],0
虫草鸭块汤,duck soup with aweto ,[],0
雀巢炒三鲜,fried mixed seafood in a birds nest,[],0
带子三鲜煲,seafood treasure with whole garlic in casserole,[],0
白灵菇扣裙边,braised mushrooms with turtle rim in bowl,[],0
瑶柱烩裙边,braised turtle rim with scallops,[],0
丝瓜云耳炒带子,stir fried scallops with luffa and black fungus,[],0
黑松露扬州炒饭,truffle yeung chow fried rice,[],0
天妇罗酥炸茄子,aubergine tempura v vg,[],0
雪梨官燕,stewed bird’s nest with snow pear,[],0
素丁荷叶饭,diced vegetable fried rice in lotus leaf,"['Discretionary Service Charge of will be added to', 'your']",0
黑胡椒牛肉电,steak skewer in black pepper sauce grilled steak with black pepper sauce on skewers,[''],0
干煎明虾碌,king prawns in shell cantonese sauce,[],0
黄金雪蛤酿蟹盖,baked crab shell stuffed with hasma and salted egg yolk,[],0
干豇豆炖猪蹄,braised pig feet with dried cowpeas,[],0
生煎大虾,stir fried king prawn in shell in sweet soy sauce,[],0
泰国咖哩招牌,cooked with coconut milk and fresh herbs,"['2S', 'Special Green Curry with Mixed Meat and Prawn']",0
烩鸭四宝,braised four delicacies of duck,[],0
椒盐焗虾球,king prawn with salt and pepper,"['spicy dishes', 'nut dishes', 'ingredient', 'special dietary needs please notify the staff who will be happy to help', 'LYS textindd']",0
香辣龙虾夕辛味炒,barshu fragrant and hot lobster,[],0
芫爆肚丝,sauteed sliced pork tripe with coriander,[],0
咖喱大虾,king prawn curry,[],0
八珍发菜扒鸭,braised duck with assorted meat and thread moss ,[],0
杂菜星米,singapore rice noodle with vegetables,['contains egg'],0
翅汤青瓜虾球,cucumber and prawn in shark fin soup,[],0
咸鱼鸡茄子豆腐煲,wild mushroom and mixed,['Vegetable Hot Pot'],0
蒜酱牛肉,beef with garlic and mild spicy sauce s,[],0
金瓜鲔鱼炒米粉,stir-fried rice noodles with fish and pumpkin,[],0
宫保鱿鱼,kung pao squid,[],0
浓汁鱼肚,braised fish maw soup,[],0
甜辣大虾,in garlic ginger spring onion sauce,['Quick Fried King Prawn in Sweet Chilli Sauce'],0
豉油王蒸鲈鱼,steamed perch with black bean sauce,[],0
薯条,French fries; french fries,[],0
罗汉鸭片,sliced duck with mixed vegetable,[],0
煎酿带子,pan fried scallop stuffed with mashed prawn,[],0
剁椒蒸带子,steamed scallop with chillies,"['BEAN THREAD NOODLES EACH', 'L']",0
拌爽口海苔,seaweed in sauce,[],0
咖喱牛腩饭,beef brisket curry with rice,[],0
酸菜豆腐汤,tofu soup with preserved greens,[],0
油辔虾球,crystal prawns,[],0
斋鸡椒姜葱噜咖喱,vegetarian chicken in black bean ginger and spring onions sweet and sour curry,[],0
添福招牌肠,orient beef roast pork and prawn,[],0
姜葱鸭片,sliced duck with ginger and spring onion,[],0
茶香鸡,tea flavored chicken,[],0
米粉扣肉,steamed sliced pork belly coated with flour,[],0
三拼烧味饭,three signature meats with rice,[],0
云南肠粉,roasted cashew tamarind dried shrimp and coriander cheung fun,[],0
素烧冬瓜煲,chinese melon with soy sauce in clay pot,[],0
