chinese_name,english_name,chinese_description,english_description,quality
奶黄包,baozi stuffed with custard ,[],[],high
腰果牛肉,b beef with cashewnuts,[],[],high
五彩酱鹅肝,goose liver with white gourd,[],[],high
干炒牛肉面,slice beef with bean sprouts and chinese oodles,[],[],high
丝瓜炒蛋蒜蓉炒蛋,stir fried luffa with scrambled egg with garlic,[],[],high
西柠汁鸡片,sliced chicken in honey and lemon sauce,[],[],medium
虾沙爹,prawn satay,[],[],medium
烤羔羊,roast lamb ,[],[],high
宫保牛肉,beef kunpo style with cashewnuts,[],[],high
铁板姜葱生蚝,king prawn with chilli in black bean sauce on sizzling plate,[],['Oysters with Ginger and Spring Onion on Sizzling Plat'],high
时菜鹑蛋,quail egg with seasonal vegetable,[],[],high
肉丝金菇豆腐饭,stir fried pork with enoki mushrooms and tofu,[],[],medium
北京炸酱面,"noodles with soy bean paste, beijing style",[],[],high
招牌烤鱼四川辛焼鱼,roast sea bass with,[''],['NUMBING AND SPICY SAUCE'],high
香煎菜肉锅贴,guotie stuffed with vegetable and pork,[],[],high
土豆丝剁椒醋溜,shredded potatoes with szechuan chopped pepper,[],['red Vinegar stir fry'],high
辣味奥尔良鸡肉烧麦,orleans chicken shao mai,[],[],medium
清炒芥兰,sauteed chinese broccoli,[],[],high
包浆豆腐,crispy tofu with spicy chilli sauce,[],[],medium
港式金菊卷,"chrysanthemum-shape roll, hong kong style",[],[],high
宫保鸡丁饭,kung pao chicken,[],[],medium
蛋炒饭或白饭,prawns in chilli and onion,[],"['Stir Fried Mixed Vegetables', 'Egg Fried Rice or Boiled Rice']",high
杏仁鸡,crispy almond chicken n,[],[],medium
红烧鹿肉,braised venison with soy sauce,[],[],high
木瓜雪梨炖燕露,chinese herb jelly with brown sugar syrup,[],[],high
荔枝炒牛肉,sauteed beef with lichee,[],[],high
额外葱丝黄瓜条,and extra spring onion and cucumbers,[],"['Salt and Pepper', 'Prawns kcal', 'Squid kcal']",high
鸡蓉栗米羹,creamy sweet corn with minced chicken broth,[],[],high
砂锅鱼头,braised fish head in casserole,[],[],high
酱莲藕炒海鲜,stir fried seafood and lotus root in xo sauce,[],[],high
鲜虾春卷,spring rolls stuffed with shrimps,[],[],high
酱海中宝,sea treasures in xo sauce,[],[],medium
花椒子,nashi pear with sichuan pepper,[],[],high
苏格兰游水蛏子皇,scottish emperor razor clam,[],[],high
咕噜肉,gulaorou sweet and sour pork,[],[],high
酱芦笋大虾,king prawns with asparagus in xo sauce,[],[],medium
火鸭三宝扎,steamed three delicacies of duck in roll,[],[],high
麻辣大虾球,ma la king prawns,[],['Stir fried king prawns in Sichuan spices and fresh chilli'],high
鱼子酱豉油鸡菜卷,soy with ginger oil and oscietra caviar wrap,[],[],high
珊瑚笋尖,shredded bamboo shoots,[],[],high
鸡沙爹,chicken satay,[],[],medium
麻辣鸭舌,hot and spicy duck,[],['Tongue'],high
夏果澳带,sauteed scallops with macadamia nuts,[],[],high
米酱炒蛏肉,sauteed fresh clam with seasoning,[],[],high
鲫鱼豆腐汤,cruacian carp tofu soup,[],[],high
红油抄手,sichuanese chao shou duplings,[],['Chicken dumplings in hot chilli oil'],high
黄金腊味炒饭,chinese sausage fried rice,[],['N12'],high
百花椒盐鲜鱿,salt and pepper squid stuffed with minced prawn,[],[],high
鲍汁鹅肝,braised goose liver in abalone sauce,[],[],high
炒杂菜炒蒜蓉沙爹,stir fried mixed vegetables in,[],"['Wok Fried Garlic Curry Satay V VG', 'H6']",high
极品大排面,special ribs noodles,[],[],medium
啤酒醋焖鸡,slow cook chicken with cider,[],[],medium
虾仁玉米烧麦,prawn with sweet corn shao mai,[],[],medium
柠檬牛肉,sauteed beef with lemon juice,[],[],high
龙凤羹,minced chicken and fish thick soup,[],[],high
辣子大虾,k lar chee king prawn,[],[],high
上素红油炒手,sichuan vegetable dumpling,[],[],high
脆皮炸萝卜糕,crispy turnip stick served with a sweet chilli sauce,[],[],medium
鱼香茄子,spicy aubergine in hot and garlic sauce,[],[],medium
天妇罗虾配芥末蛋黄酱只,tempura prawns with wasabi mayonaise kcal,[],[],high
山笋香菇包,baozi stuffed with bamboo shoots and black mushrooms,[],[],high
白汁拆烩鲢鱼头,stewed silver carp head in cream sauce,[],[],high
清蒸全鸡,steamed whole chicken ,[],[],high
葱烧海参牛蹄筋,braised sea cucumber and beef tendon with scallion,[],[],high
生蒸龙虾,steamed lobster,[],[],high
鳟鱼刺身,bull trout sashimi,[],[],high
粉蒸牛肉酸菜米线,house special rice noodle with steamed beef served with pickled vegetable,[],[],medium
豉汁排骨饭,spare ribs in black bean sauce rice,[],[],high
韩式辣炸鸡粒,korean fried chicken diced in,[],['Spicy Sauce'],high
铁板黑椒羊肉,sizzling sliced lamb in black pepper sauce,[],[],medium
潮州蒸粉果,stuffed mixed meat dumplings,[],[],medium
蚝油时菜,seasonal vegetables in oyster sauce,[],[],medium
露笋荷豆,stir fried asparagus and mange tout,[],[],medium
蔬菜炒面,mixed vegetable chow mein,[],[],medium
三杯鸡饭,stewed chicken with ginger and wine in casserole,[],[],medium
南瓜鸡粒羹,diced chicken with pumpkin soup,[],[],high
银牙粉丝肉沫煲,minced pork and vermicelli with bean sprouts in casserole ,[],[],high
酸菜白肉冻豆腐煲,stired fried french bean with chilli and minced pork,[],[],high
香辣基围虾连壳或去壳,fried king prawns with or without shell with green & red chilli,[],"['King Prawn, Green & Red Chilli']",high
鲍汁鹅掌扣辽参,braised sea cucumber and goose webs in abalone sauce,[],[],high
炸南瓜饼,deep-fried pumpkin cake,[],[],high
鲍汁蛋包饭,prawn fried rice with egg white and dried scallop,[],[],high
回锅肉,double cooked pork,[],['A Sichuanese favourite Lean double cooked sliced Pork Belly boiled in Sichuan spices and then stir fried in a sweet rich chilli sauce with mixed peppers leeks and fresh chilli'],high
河粉,ho fun noodle,[],[],high
黑椒斋鸡,mock chicken,[],"['with black bean sauce', '(v)']",high
干煸肥肠,dry fried pork intestines,[],[],medium
酥皮鲍鱼挞,abalone flaky tart with aged balsamic vinegar,[],[],high
唐舍明炉烧鸭,gouqi's signature roast duck,[],[],high
桃胶杞子饺,peach gum yam and goji dumpling,[],['(v)'],high
茄丁面,noodle with diced eggplant,[],[],high
凉拌芹菜根,celery root salad,[],[],medium
土豆焖牛腩,stewed beef brisket and potato,[],[],medium
柱候炖牛腩,stewed beef brisket in chu hou sauce,[],[],high
杂菜豆腐汤,mixes vegetable with beancurd,[],[],high
炒饭,egg fried rice,[],[],medium
猪肉韭菜,pork prawn chinese chives dumplings with soya,[],[],high
干煎明老虎虾碌,tiger prawns with shell in cantonese sauce pieces,[],[],medium
鱼香蛋酥鸡,deep fried sliced chicken breast served with sweet & spicy galic sauce,[],"['Chicken Breast, Sweet & Spicy Sauce, Spring Onion']",high
菜甫肉碎煎蛋,pan-fried eggs with minced pork and vegetables,[],[],high
虾饺,clear shrimp dumpling sweet chilli sauce rice vinegar cloud,[],[],high
蟹粉小笼包,crab and pork xiao long bao,[],[],high
白灵菇扒鲍片,braised abalone shitake mushroom sea cucumber and abalone butter,[],[],high
椒盐鲈鱼片半只全只,yin yan pak far tofu and aubergine pieces,[],[],high
担担面,dan dan noodles with minced pork,[],['Noodles with minced pork sesame sauce chilli oil and Sichuan peppercorns'],medium
水煮鱼片鲈鱼,steamed seabass with soy sauce,[],[],high
川椒鲜鱿,squid in chilli sichuan sauce,[],[],high
鱼香茄子,aubergines yuxiang style,[],[],medium
石钵蟹黄豆腐,stewed crab roe and tofu in stone pot,[],[],high
东风螺片辣炒老干妈炒酱,stir fried sliced whelks in spicy chilli oil in big grandma's chilli sauce xo sauce,[],[],high
金银馒头,steamed and deep fried buns,[],['V Vegetarian VG Vegan on request Spicy'],high
姜丝云耳,wood ear mushrooms with,[],"['Ginger Strips and Vinegar Dressing', '70kcal', 'Vegan']",high
大虾芙蓉,king prawn foo yung,[],[],medium
口水鸡,poached chicken with house special chilli oil sauce - cold dish,[],[],medium
明炉烧鸭半去骨,roast duck half boneless,[],[],medium
粟米鱼柳,fish fillet cooked with sweet corn sauce,[],[],medium
铁板酱爆带子,grilled scallops with chili and vegetables served on sizzling iron ,[],[],high
黑椒排骨,wok fried spare ribs in black pepper sauce,[],['A25'],high
微辣中辣重辣,mild medium extra spicy,[],[],high
鼓汁炒三文鱼,stir fried salmon with black bean sauce,[],[],high
带子花枝片,salt and pepper king,[],['Prawns'],high
豉椒鸡脆面,chicken black bean sauce on crispy noodle,[],[],high
竹笋青豆,bamboo shoots and green peas,[],[],high
芝麻香芒虾筒,sesame prawn paper rolls with mango sauce,[],[],high
潮州蒸粉果,chei chow fun kor spicy meat and nut dumplings,[],[],medium
保鸡牛大虾,kungpo chicken beef king prawn,[],[],high
咖喱羊腩汤面,curry lamb brisket with noodle soup,[],[],medium
鸡丝炒饭,shredded chicken egg fried rice,[],[],high
油辔海中宝,quick fried sea treasures,[],[],medium
爽口白菜丝,shredded chinese cabbage,[],[],high
椒盐头爪,lobster head and claws with spiced salt,[],[],high
姜葱龙虾,deep fried lobster with ginger and spring onion sauce,[],['Can Add Egg Noodle Crispy Noodle'],high
烩滑籽菇,braised mushrooms,[],[],high
兔肉咸水角,rabbit and carrot glutinous puff,[],[],high
糖醋鲈鱼,sea bass cooked with sweet and sour sauce,[],[],medium
姜葱大虾,king prawn with ginger and sping onion,[],[],medium
冰镇拍黄瓜,chilled cucumber with trout roe chilli garlic vinegar,[],[],high
板栗养生鸡,stir fried chicken with chestnuts,[],[],medium
萝卜牛腩锅,beef brisket soup hotpot,[],[],high
姜葱牛肉,beef with ginger and spring onion,[],[],medium
银芽肉丝,sauteed shredded pork with bean sprouts,[],[],high
斋麻婆豆腐,vegetarian ma po tofu,[],[],high
斋春卷,vegetable spring rolls,[],[],medium
浓汤鱼丸煮山菌,fish ball and mushrooms in thick soup,[],[],high
糖醋红烧排骨,braised spare ribs with sweet vinegar or in brown sauce,[],"['Spare Ribs, Sweet Vinegar or Brown Sauce']",high
咕噜猪肉,sweet and sour pork,[],[],medium
蚝油鲍脯,sauteed sliced abalone in oyster sauce,[],[],high
金针菇肥牛,beef strip with enoki mushroom,[],[],medium
玉笋炒酸菜,sauteed pickled cabbage with bamboo shoots,[],[],high
番茄烤鱼四川卜焼鱼,roast sea bass with juicy tomato sauce,[],[],high
竹筒腊肉,steamed preserved pork steamed in bamboo tube,[],[],high
虾肉馄饨汤,prawn and pork wontons,[],"['in Superior Broth', '280kcal']",high
太白竹篓虾,taibai prawns in bamboo basket ,[],[],high
碳烧鳗鱼,bbq eel,[],[],high
小鸡炖蘑菇,braised chicken with chinese dry mushroom,[],[],medium
铁板玉子豆腐,sizzling fillet steak in,[],"['Black Pepper Black Bean Cantonese Style', 'L3']",high
脆皮烧肉,crispy belly pork,[],[],medium
红豆糕,red bean cake,[],[],high
麻辣风沙脆皮鸡,spicy crispy chicken with cashew nut dried chilli and golden garlic,[],[],high
蜜汁烟熏鸭肉卷,honeyed smoked duck rolls,[],[],high
港式西多士,hong kong style french toast,[],[],high
椒盐藕片,salt and pepper lotus root,[''],[],high
鸡蓉粟米羹,chicken and sweet corn soup,[],[],medium
泰式羊大虾三鲜,lamb king prawn mixed seafood,[],[],high
云吞汤或鸡肉粟米汤,won ton soup or chicken and sweet corn soup,[],[],high
酿蟹钳,crab claw with tomato and wasabi zhou,[],[],high
酸菜龙抄手,wonton soup with preserved vegetable ,[],[],high
甜酸杂菜,sweet and sour mixed vegetable hong kong style,[],[],medium
鲍汁扣白灵菇,braised mushrooms in abalone sauce,[],[],high
猪肉韭菜水饺,chives and pork dumpling,[],[],high
木须鸡,"muxu chicken sauteed sliced chicken, eggs and black fungus",[],[],high
鲍鱼红烧肉,braised pork with abalone,[],[],high
干锅土豆片仁豚肉术卜,dry wok sliced potatoes,[],[],high
干炒牛河,dry fried hor fun with beef,[''],[''],high
火爆海三鲜,quick fried fish squild and prawn s s,[],[],high
姜带子铁板,sizzling scallop with ginger and spring onions,[],[],medium
红烧茄子,flavor and spices are added,[],[],high
黑蒜海鲜粒炒饭,egg fried rice with shrimps and diced roast duck,[],[],high
鲍鱼烧牛头,braised abalone with ox head ,[],[],high
刺参扣鸭掌,braised duck webs with sea cucumber,[],[],high
鲈鱼清蒸椒干烧,sea bass steamed steamed with mixed peppers dry braised,[],[],medium
斋春卷,vegetarian spring rolls,[],[],high
时菜牛肉,sliced beef with seasonal green,[],[],medium
碧绿氽牛蛙,sauteed bullfrog with green vegetables,[],[],high
花胶鸡汤半只鸡,braised hua jiao chicken soup,[],[],high
蛋黄酥,egg yolk puff,[],[],high
韭菜鸡锅贴,pan fried chicken and chive dumpling,[],[],high
泰式辣酱酥炸,deep fried with thai chilli sauce,[],[],high
葱爆羊肉饭,quick stir fried lamb with leek,[],[],medium
蒜头酱汁豆腐,tofu with garlic and mild spicy sauce,[],[],high
新加坡辣子炒,singapore chilli style,[],[],high
香菜牛羊肉,stir fried beef lamb in coriander,[],[],high
虾仁蛋炒饭,prawn and egg fried rice,[],['635kcal'],high
古老大虾球,sweet and sour king prawn in batter,[],[],medium
红油燃面,noodles in spicy sauce,[],"['322kcal', 'Pork Chop and Dry Noodles']",high
四川大虾,k king prawn with szechuen style spicy,[],[],high
椒盐猪扒饭,salt pepper pork chops,[],[],medium
皮蛋瘦肉粥,preserved egg and pork,[],[],high
紫萝鸭片,roast duck with pickled ginger and pineapple,[],[],high
炸烹刀鱼,dry fried ribbon fish,[],[],medium
手扒羊排,grilled lamb chops ,[],[],high
干煸小猪腰,sauteed pig kidney with onion,[],[],high
菠萝大虾,quick fried king prawn with pineappl,[],['70K'],high
金丝香蕉球,deep-fried banana balls coasted with condensed milk & crispy golden shredded potato,[],"['Banana, Potato Starch, Potato, Condensed Milk']",high
鲍鱼捞饭,diced wagyu beef fried rice,[],[],high
凉拌黄瓜,cucumber in chef special chili oil,[],['Cucumber served with vinegar chilli oil garlic and soya sauce'],high
冬瓜豆腐海皇羹,assorted seafood with winter melon,[],"['soup', 'Assorted seafood soup with tofu']",high
川式南瓜饼,"deep-fried pumpkin pancake, sichuan style",[],[],high
菜肉饺子,jiaozi dumplings stuffed with pork and vegetables,[],[],high
姜葱龙虾,baked fresh lobster with ginger and scallion noodle,[],[],high
香荽鸭翼,stir-fry duck wings with coriander,[],[],high
荔茸芋角,fried yam paste meat dumplings,[],[],high
水晶萝卜,sliced turnip with sauce,[],[],high
荔茸芋角,fried yam paste meat dumplings,[],[],high
蔬菜类,plain chow mein,[],[],medium
一碗香,special cooked braised pork belly,[],[],medium
香煎腐皮卷,pan-fried tofu skin rolls stuffed with shrimp,[],[],high
白辣椒蒸腊肉,hunan smoky bacon with white chilli,[],[],high
京味烧茄子,beijing style braised aubergine,[],"['Aubergine, Green & Red Pepper']",high
烤鲈鱼片,sichuan fresh seabass fillet,[],['Stir fried in aromatic spices chilies garlic fresh lotus root tofu and shiitake mushroom'],high
虾片,prawn cracker,[],[],medium
红油肚丝,pork tripe with chilli oil,[],[],high
红烧花胶天白花菇绍白菜,braised fish maw with japanese shiitake mushroom in superior oyster sauce,[],[],high
高汤京葱扒刺参,braised sea cucumber with scallion in soup stock,[],[],high
粟米羹,sweet corn soup,[],[],medium
黑松露蘑菇包,steamed mushroom buns with black truffle v,[],[],high
金黄南瓜饼,sweet pumpkin glutinous rice pie,[],"['Pumpkin, Glutinous Rice Flour, Red Bean, Breadcrumbs']",high
豉椒鱿鱼,squid with green peper and black bean sauce,[],[],medium
辣椒蒜蓉炭烤,chargrilled with chilli and garlic sauce,[],[],high
酱爆腰果鸡丁,in garlic ginger spring onion sauce,[],"['90A', 'Diced Chicken with Cashewnuts in']",high
京式酸辣羹,peking hot and sour soup,[],[],medium
芝麻菠菜,spinach dressed in sesame oil,[],"['85kcal', 'Vegan']",high
锅塌大虾,grilled king prawn peking style,[],[],high
腌雪里蕻,pickled potherb mustard,[],[],high
蘑菇芙蓉,m mushroom egg foo yung,[],[],high
蒜蓉郊外时蔬,chinese vegetables in garlic sauce,[],[],medium
炸鲜虾云吞,crispy prawn wonton,[],[],high
红豆沙汤圆,rice ball with red bean inside in soup rice,[],[],medium
酱炒乌冬,stir fried japanese udon noodles in xo sauce,[],[],high
香酥鸭丝卷,pan fried duck pancakes with hoi sin sauce,[],[],medium
汤圆,tangyuan glutinous rice balls ,[],[],high
小鸡炖蘑菇,braised chicken with chinese dry mushroom,[],[],medium
金沙翅中,fried chicken wings coated with egg yolk,[],[],high
椒盐豆,salt and pepper french bean fritters,[],[],high
游水多宝鱼清蒸古法蒸,steamed live turbot with ginger and spring,[],"['Onion with Shredded Pork and Chinese', 'Mushrooms']",high
椒盐鲜鱿,salt and pepper squid,[],[],medium
温拌腰片,mild pig kidney,[],[],high
葱花炸两,spring onion and deep fried dough,[],[],high
腐皮糯肉烧卖,minced pork and glutinous rice,[],"['Shao Mai', '8pcs 452kcal', '4pcs 226kcal', 'Vegan']",high
咕噜虾球,sweet and sour king prawns,[],[],medium
烧卖,pork and prawn dumpling pork crackling,[],[],high
马拉盏炒鱿鱼,sauteed squid with shrimp paste ,[],[],high
煎蛋卷,omelets,[],[],high
椒盐鸡球,salt and pepper chicken,[],[],high
凉瓜炒牛肉,sauteed beef with bitter melon,[],[],high
杏仁薯蓉饼,deep fried almond and potato burger,[],[],high
酸菜炒饭,egg fried rice with preserved mustard greens,[],[],high
酥炸芝麻鸡饼,deep fried chicken and sesame cakes,[],[],medium
点心下午茶,steamed dim sum platter,[],"['Fried Baked Dim Sum Platter', 'Fried Yam Paste Meat Dumplings', 'Pan Fried Barbecued Roast Pork Buns', 'Egg Fried Rice Spicy Singapore Noodle', 'Chilled Mango Pudding with Pomelo', 'High tea Dim Sum Set']",high
麻辣汤肥牛,sliced beef in hot and spicy soup,[],[],medium
鲍汁蒸凤爪,steamed chicken feet in abalone sauce,[],[],medium
金蒜脆鳝球,deep-fried eel balls with garlic,[],[],high
迷你鲍鱼烩双掌,baby abalone with double goose web,[],[],high
葱爆牛肉子然牛肉,spicy hot poached lamb in chilli oil,[],[],high
烧味汤面,signature meat with noodle soup,[],[],high
酸辣虾,chilli prawns,[],[],high
上汤馄饨面河粉,won ton soup with noodle ho fun,[],[],high
翡翠虾仁炒饭,jade fried rice with diced king prawns & vegetable,[],"['Egg, Rice, King Prawns, Vegetables, Spring Onion']",high
咸蛋黄焗豆腐,fried beancurd coated with salty duck egg yolk,[],"['Beancurd, Salty Duck Egg Yolk, Spring Onion']",high
什锦汤面,noodle soup with meat and vegetables ,[],[],high
家常蛋汤,home-style egg soup,[],[],high
糟溜鱼片,in garlic ginger spring onion sauce,[],"['Sweet and Sour Sole', '53F']",high
咖喱鸡煲,clay pot chicken in curry sauce,[],[],medium
烧汁鳗鱼条,sauteed eel in spicy sauce,[],[],high
脆皮炸斋粉果,fried vegetable parcels,[],[],medium
北京水饺猪肉,beijing style boiled pork dumplings,[],[],high
肉丝河粉面,stir fried shredded pork with,[],['Ho Fun Noodle Fried Rice'],high
肉丝上汤面,noodle soup with shredded pork,[],[],high
锅包肉,crispy pork chop in fruity sauce,[],[],medium
带子肠粉,isle of mull seared scallop and honey glazed iberico pork cheung,[],[],high
奶香粟米片饼,creamy corn pancake,[],[],high
干锅花菜,griddle cooked cauliflower,[],[],medium
姜汁蛰皮,jellyish in ginger sauce,[],[],high
马来盏牛肉炒通菜,king prawn foo young,[],['Cantonese Style'],high
豆角焖面,brainsed noodles with prok and green beans,[],[],medium
猪肉白菜水饺,boiled pork and chinese cabbage dumplings,[],['(p)'],high
四川鲜鱿,q squid with szechuen style spicy,[],[],high
四川什菜,stir fried mixed vegetables in szechuen style spicy,[],['44V'],high
爆炒鱿鱼卷,"sauteed fried calamari with chilli, garlic & spring onion",[],"['Calamari, Chilli, Garlic & Spring Onion']",high
炒杂菜,stir fried mixed vegetables,[],[],medium
鲍汁豆腐,braised tofu in abalone sauce,[],[],high
当红炸子鸡,deep-fried chicken with chili pepper,[],[],high
腰果牛肉粒,sauteed diced beef with cashew nuts,[],[],high
时菜炒鸡片,sauteed sliced chicken with seasonal vegetable,[],[],high
小米金瓜粥,millet congee with pumpkin,[],[],high
雪笋花枝片,sauteed sliced cuttleish with bamboo shoots,[],[],high
沙牛铁板,sizzling beef in satay sauce,[],[],medium
菜远牛河,stir fried beef ho fun with choi sum,[],[],high
西红柿炒蛋,scrambled eggs with tomato,[],[],high
蒜头酱汁鸭片,duck with garlic and mild spicy sauce,[],[],high
腰果鸡片,chicken with cashew nuts,[],[],medium
鸡扒汤面,chicken fillet and vegetable with noodle soup,[],[],medium
奶黄包,custard bun,[],[],medium
黑松露水晶虾饺,black truffle har gau,[],[],high
斋香酥鸭,vegetarian mock duck dry bean curd v,[],['Served with Pancake Spring Onion and Cucumber'],high
椒盐黑椒有头大虾,king prawns in shell with black pepper in chilli and salt,[],[],medium
砂锅粉丝白菜豆腐,"poached beancurd, chinese cabbage & vermicelli in casserole",[],"['Beancurd, Chinese Cabbage & Vermicelli']",high
红汤圆子,pork meatballs in tomato soup,[],[],high
辣子肉,sauteed pork with spicy sauce,[],[],high
豉汁煎酿三宝,three treasures,[],['Green Pepper Tofu Aubergine with Pak Far Prawn Meat Stuffing in Black Bean Sauce'],medium
麻辣飘香猪蹄,chilli pork trotters in red il iron pot s s,[],['A30'],high
蚝油叉烧包,char siu pork bao,[],[],medium
脆炸鸡脾配薯条,deep fried chicken leg with chips,[],[],high
红烧石歧项鸽,braised pigeon in soy sauce,[],[],high
鲜椒鱼片生唐辛子胡椒渍汁,sliced sea bass with fresh chillies,[],['AND SICHUAN PEPPERCORN'],high
鲜椒牛柳,sauteed beef tenderloin with bell pepper,[],[],high
黑松露汁菌皇腐皮卷,assorted mushrooms in crispy tofu rolls with black truffle sauce v,[],"['Please inform your host if you have any allergies food intolerances and or dietary requirements', 'V Vegetarian', 'S Spicy Chef Recommendation']",high
潮式鳕鱼锅,"codish hotpot, chaozhou style",[],[],high
香茅炒羊肉,stir fried lamb with lemon grass,[],[],medium
麻婆豆腐,mapo tofu sauteed tofu in hot and spicy sauce,[],[],high
豉椒牛柳炒河,teppan fried ho fun topped with,[],['beef fillet in black bean chilli sauce'],high
松露烧卖,steamed prawn meat dumpling with black truffle,[],[],high
榨菜炒肉丝,shredded pork with pickle,[],[],medium
糯米卷,glutinous rice rolls,[],[],high
新加坡炒饭,singapore fried rice,[],[],medium
唐舍红烧黑豚肉,braised iberico pork with tiger peppers and shiitake mushroom,[],[],high
尖椒肥肠,fried pork intestines with chilli peppers,[],[],medium
中式大虾,king prawn in cantonese sauce,[],[],high
传统香酥鸭,classic crispy aromatic duck,[],['Served with steamed pancakes shredded cucumber and spring onion with hoi sin sauce'],high
海南鸡饭,"chicken rice, hainan style",[],[],high
鲍鱼珍珠鸡,steamed glutinous rice mixed with diced abalone and chicken,[],[],high
鲜菇鸡片汤,sliced chicken and straw mushroom soup,[],[],high
竹荪银耳汤,bamboo fungus and white fungus soup,[],[],high
肉夹馍,xian with sesame coriander and chilli and xinjiang pomegranate salad,[],[],high
咖喱鸡片,chicken in curry sauce,[],[],high
什菜豆腐,mixed vegetable tofu,[],[],medium
鱼香肉丝,shredded pork yuxiang style,[],[],medium
露笋珠笋,stir fried asparagus and baby sweet corn stir fried french bean,[],[],medium
铁板鱿鱼,"sizzling grilled calamari with onion, cumin & chilli sauce",[],"['Calamari, Onion, Cumin, Chilli Sauce']",high
麻香鸡,hot and spicy chicken,[],[],medium
大蒜烧白鳝,braised eel with garlic ,[],[],high
海鲷清蒸红烧豉油皇香煎,sea bass steamed with ginger and spring onion with shredded pork and chinese mushrooms,[],['Braised with Oyster Sauce Spicy Hot Poached Sea Bass Slices in Chilli Oil'],high
冬菜扣肉,braised sliced pork belly with preserved cabbage,[],"['Pork Belly, Pak Choi, Preserved Cabbage']",high
酸辣汤,hot and sour soup,[],[],medium
肉丝打卤面,noodle with shredded pork in gravy,[],[],high
柠汁麒麟鸭,roast duck in lemon sauce half,[],[],high
秘制猪蹄,pig feet cooked in secret home sauce,[],[],medium
甜酸豆腐,sweet and sour beancu,[],[],medium
家常大龙虾,lobster in home style,[],[],high
捞面,soup on the side lo mein,[],[],high
咸蛋蒸肉饼,sweet and sour pork boneless,[],"['Sweet and Sour Pork Ribs', 'Pork with Cashew Nuts', 'Steamed Minced Pork with Salted Egg']",high
鱼露白肉,sliced boiled pork in anchovy sauce,[],[],high
青豌豆肉丁,sauteed diced pork with green peas,[],[],high
酱肘花,sliced pig knuckle in brown sauce,[],[],high
果汁辣味猪柳,pork fillet in spicy sweet fruit sauce,[],[],medium
乳猪拼盘,roast suckling pig,[],[],high
蟹汤红焖狮子头,stewed pork balls in crab soup,[],[],high
脆炸桂鱼,fried crispy mandarin fish,[],[],high
姜葱鸡铁板,sizzling chicken with ginger and spring onion,[],"['N', '']",medium
泰汁煎银鳕鱼,pan-fried codish in thai sauce,[],[],high
日式担担面,japanese style dan dan noodles,[],[],medium
沙嗲羊大虾三鲜,lamb king prawn mixed seafood,[],[],high
软炸虾仁,light-fried shrimp,[],[],high
香熏鸭腰,smoked duck kernel,[],[],high
鲜虾炸粉果,prawn parcels,[],[],medium
川东少妇鸡,"sauteed chicken with green pepper and black bean sauce, east ",[],[],high
酸菜牛肉面,pickled cabbage and beef noodles,[],[],medium
菜粒冬菇粒炒饭,diced chinese mushroom and vegetable fried rice,[],[],medium
清汤牛排面,beef steak noodles,[],[],medium
美味多菌汤,chef’s special assorted mushroom soup ,[],[],high
蒜蓉蒸龙虾,steamed lobster with minced garlic ,[],[],high
白灼肥牛,boiled beef slices,[],[],high
椒盐豆腐粒,crispy tofu cubes in salt and pepper v s,[],[],high
叉烧腊肠鸭肝,cantonese honey roasted pork sausage and grated foie gras,[],[],high
宫保大虾,king prawns kung po style,[],[],medium
四喜丸子,sixi pork meatballs,[],['pork with Chinese water chestnuts'],medium
蒜蓉小白菜,stir fried pak choi with garlic sauce,[],[],medium
海鲜腐皮肠粉,minced beef and quail egg cheung fun,[],[],high
蜜糖柠檬鸡,lemon and honey chicken,[],[],high
冬菇酸辣羹,vegetarian hot and sour soup,[],[],medium
咖喱肉,curry pork,[],[],high
农家酱油炒饭,farmhouse fried rice,[],[],high
家乡红烧肉,braised pork belly with soy sauce,[],[],medium
香菇粟米饺,chinese mushroom and corn dumplings v vg,[],[],medium
蟹黄蒸烧卖,siu mai prawn and meat dumplings,[],[],medium
胡萝卜粉丝木耳鸡蛋水饺,black fungus egg dumplings,[],[],medium
盆盆肉,lamb stew,[],[],high
红烧牛腩面,noodles with braised beef brisket ,[],[],high
干炒辣鸡丝,crispy chilli shredded chicken,[],[],medium
海蜇拼鲜鱿,fried squids with jelly fish,[],[],medium
星加坡炒米粉,singapore fried noodle,[],[],high
小鱼花生,baby silver fish with peanuts,[],[],high
厨师推介,sliced chicken in sweet and tangy sauce,[],[],high
毛式红烧肉,chairman mao's red braised pork,[],[],high
蒜香虾春卷,garlic prawn spring rolls contains pork,[],[],high
白菜豆腐丸子炖粉条,chinese leaf tofu mix vege balls with vermicelli in clay pot,[],[],high
铁板豉椒牛柳,sizzling beef tenderloin with pepper in black bean sauce,[],[],medium
中式牛肉,beef in cantonese sauce,[],[],medium
清蒸带子,fresh steam scallop each,[],[],medium
粟米鸡汤,chicken sweetcorn soup,[],[],medium
帝王蟹酱饺,xo king crab dumpling,[],[],high
什菜肉丝汤米汤河粉汤乌冬,vermicelli soup flat rice noodle soup,[],['udon soup with shredded pork and assorted vegetables'],high
蒜香凤爪,garlic chicken feet,[],[],medium
高汤鸡丝生翅,shark fin soup with shredded chicken,[],[],high
鲜牛肉滑,fresh mashed beef,[],[],high
莼菜鲈鱼烩,stewed perch with water shield leaves,[],[],high
